,Theme,Genre,Title
2472,every,action adventure fantasy,one piece adventure nebulandia
2642,historical martial arts martial artsmartial mythology,action adventure fantasy romance,wanjie xianzong wonderland wonderland ten thousands
2795,gag humor gag humorgag parody,comedy,gyagu manga biyori masuda kousuke 's theater perfect day gag manga
622,psychological,avant garde avant gardeavant drama mystery supernatural suspense,penguindrum
2963,every,action adventure fantasy,one piece romance dawn story recapping tv series far
1493,adult cast adult castadult gore historical isekai military samurai,action adventure comedy fantasy,drifters
110,every,adventure fantasy,ranking kings
2275,historical martial arts martial artsmartial samurai super power super powersuper,action adventure fantasy,mushibugyo
3827,every,action adventure fantasy,pok mon zoroark master illusions
1169,gore psychological,action drama sci fi suspense,inuyashiki last hero
3604,adult cast adult castadult historical time time travel time traveltime,comedy,thermae romae
232,detective,adventure mystery,case closed movie phantom baker street
66,love polygon love polygonlove music school,drama romance,lie april
3482,team sports team sportsteam,comedy fantasy sports,one piece take aim pirate baseball king
2072,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei,slice life slice lifeslice,room camp
2192,racing school,sports,idaten jump
536,mythology super power super powersuper,action adventure fantasy,gray man
125,historical,action award winning award winningaward fantasy,demon slayer kimetsu yaiba
2133,every,adventure fantasy,doraemon movie nobita 's treasure island
1254,gag humor gag humorgag parody,comedy,mr osomatsu
3607,strategy game strategy gamestrategy,fantasy sci fi,yu gi oh 's evolving duel stardust vs red daemon 's
1976,mythology,comedy romance supernatural,inu x boku secret service
3153,every,nan,pok mon paldean winds
3714,every,action fantasy,kyousougiga kyousogiga
2075,school,mystery slice life slice lifeslice,hyouka
484,psychological,drama mystery suspense,marnie
1654,strategy game strategy gamestrategy,action adventure fantasy,pok mon generations
3441,every,horror mystery supernatural,ghost stories headless horsemen curse death
2905,military,comedy drama romance sci fi ecchi,mahoromatic something beautiful
3199,anthropomorphic,slice life slice lifeslice,animal crossing movie
3082,every,action adventure fantasy,one piece clockwork island adventure
1774,super power super powersuper,action mystery sci fi,darker black gemini meteor
2410,mahou shoujo mahou shoujomahou,comedy fantasy,long
3463,love polygon love polygonlove,action drama romance sci fi,sky blue
918,medical,drama fantasy romance,snow white red hair
1646,anthropomorphic,comedy,squid girl
1026,mahou shoujo mahou shoujomahou,drama fantasy,yuki yuna hero hero chapter
1030,detective team sports team sportsteam,adventure comedy mystery sports,detective conan movie eleventh striker
882,every,comedy,saint young men movie
1335,every,action mystery supernatural suspense,garden sinners chapter overlooking view
2746,martial arts martial artsmartial super power super powersuper,action adventure,naruto shippuden chunin exam fire naruto vs konohamaru
3481,long,action fantasy suspense,magical girl raising project
2713,long,drama mystery suspense,kakegurui nd season kakegurui compulsive gambler nd season gambling school nd season
364,survival,adventure comedy sci fi,dr stone nd season dr stone second season
2125,parody,avant garde avant gardeavant comedy,pop team epic
27,romantic subtext romantic subtextromantic,award winning award winningaward drama supernatural,name
473,every,comedy drama slice life slice lifeslice supernatural,hanada shonen shi
525,racing,sports,sk infinity
725,mecha space,action sci fi,mobile suit gundam witch mercury prologue
55,isekai reincarnation,adventure drama fantasy ecchi,mushoku tensei jobless reincarnation part
638,psychological,comedy drama mystery supernatural,xxxholic movie midsummer night 's dream
302,every,action fantasy supernatural,fate strange fake whispers dawn
2766,adult cast adult castadult workplace,comedy,police pod
3352,mecha performing arts performing artsperforming,adventure sci fi slice life slice lifeslice,sakura wars return spirit warriors
1276,adult cast adult castadult military,adventure romance,princess pilot
3831,idols female idols female idols,comedy,senhime zesshou symphogear g
624,mythology,action supernatural,nura rise yokai clan demon capital
2055,adult cast adult castadult,comedy romance,nodame chiaki summer tales nodame cantabile special
1280,every,adventure fantasy romance,world still beautiful
2851,parody,comedy romance,okami san seven companions
1049,idols male idols male idols music,drama,idolish
336,every,action adventure fantasy,hunter x hunter ova
47,mecha military,action drama sci fi,eighty six part
106,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc,adventure comedy drama,place universe
2397,mecha military space,action sci fi,valvrave liberator nd season
1079,video game video gamevideo,action adventure fantasy romance,sword art online movie progressive scherzo deep night
2286,school,comedy romance,aharen san wa hakarenai
2261,music school,slice life slice lifeslice,tari tari
1144,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc mahou shoujo mahou shoujomahou school,comedy fantasy,demon girl next door
3656,every,comedy slice life slice lifeslice,persona animation proof justice persona animation magical valentine 's day
2296,adult cast adult castadult otaku culture otaku cultureotaku workplace,comedy,skull face bookseller honda san
2841,every,action adventure drama mystery,karakuri circus
1836,super power super powersuper,action fantasy sci fi,certain magical index movie miracle endymion
1753,historical mecha samurai,action sci fi,samurai
1101,historical psychological,drama suspense,blue literature
1968,school super power super powersuper,action,hero academia season
3550,every,action adventure fantasy,carp reborn nd season
3529,every,comedy fantasy ecchi,fate kaleid liner prisma illya wei magical girl hot springs inn
523,school team sports team sportsteam,sports,haikyu movie end beginning
2280,strategy game strategy gamestrategy,action adventure comedy fantasy,pok mon movie secrets jungle
2692,otaku culture otaku cultureotaku workplace,comedy,denki gai
1428,super power super powersuper,action fantasy,k return kings
2581,idols male idols male idols music reverse harem reverse haremreverse school,comedy romance,uta prince sama maji love episode uta prince sama maji love special utapri special
3351,school team sports team sportsteam,comedy sports ecchi,second season shogakusei wa saiko daze
603,mecha military space,action drama sci fi,mobile suit gundam thunderbolt december sky
1489,school strategy game strategy gamestrategy,slice life slice lifeslice,saki episode side specials
3008,isekai,action adventure drama fantasy,rising shield hero season
3127,racing,sports,nasu migratory bird suitcase
60,every,adventure award winning award winningaward drama fantasy romance,howl 's moving castle
3537,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,comedy slice life slice lifeslice,channel +a channel
671,adult cast adult castadult psychological,mystery sci fi suspense,ergo proxy
92,school team sports team sportsteam,sports,haikyu top nd cour
666,mecha super power super powersuper,action sci fi,promare
1887,isekai workplace,fantasy gourmet slice life slice lifeslice,restaurant another world
280,childcare,action comedy,spy x family code white
1719,every,comedy,chio 's school road
359,iyashikei mythology,slice life slice lifeslice supernatural,natsume 's book friends waking rock strange visitor
899,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc gag humor gag humorgag,comedy girls love girls lovegirls,yuru yuri nachuyachumi plus yuru yuri summer vacation +
1935,super power super powersuper team sports team sportsteam,sports,gekijouban inazuma eleven saikyou gundan ogre shuurai inazuma eleven movie
1994,harem school,comedy romance ecchi,saekano raise boring girlfriend flat fan service love pure heart
2962,harem pets,comedy romance supernatural,nyan koi
2895,music school,drama fantasy romance,polyphonica crimson
760,workplace,drama,hanasaku iroha movie home sweet home
2158,mythology school,adventure comedy fantasy,daily life immortal king
3534,mecha team sports team sportsteam,sports,gekijouban inazuma eleven go vs danball senki w
42,historical military,action,kingdom season
2173,historical,drama slice life slice lifeslice,portrait studio
204,adult cast adult castadult psychological team sports team sportsteam,sports suspense,one outs
1473,harem school,comedy romance sci fi ecchi,love ru trouble darkness ova love ru darkness ova toloveru darkness ova
2100,adult cast adult castadult detective mecha psychological,sci fi,ghost shell arise border ghost tears
2593,every,comedy supernatural,legend luoxiaohei gate living beings
68,mecha,action adventure award winning award winningaward sci fi,gurren lagann
1875,martial arts martial artsmartial,action,fist north star legend toki
2832,historical,comedy romance supernatural,fox spirit matchmaker
3341,martial arts martial artsmartial school super power super powersuper,action comedy ecchi,medaka box
2231,historical samurai,action comedy,peace maker kurogane
137,every,action adventure supernatural,jojo 's bizarre adventure stardust crusaders battle egypt
796,every,action adventure,michiko hatchin
2180,mecha,adventure comedy drama sci fi,brigadoon
2128,historical martial arts martial artsmartial samurai super power super powersuper,action fantasy,sengoku basara samurai kings
